accuracy,dice_coefficient,loss,val_accuracy,val_dice_coefficient,val_loss
0.52476966381073,0.5477247834205627,1.2767353057861328,0.6918286085128784,0.6070261597633362,0.950792670249939
0.5853431224822998,0.6098068952560425,0.9898219108581543,0.7088989019393921,0.6013540029525757,0.9143950939178467
0.6030313968658447,0.6223440170288086,0.9418745040893555,0.719390869140625,0.6592656373977661,0.8490056395530701
0.6168331503868103,0.640925407409668,0.90601646900177,0.7351006865501404,0.6674405336380005,0.8158170580863953
0.6298291087150574,0.6446309089660645,0.8824637532234192,0.757387101650238,0.6474491357803345,0.8151920437812805
0.6385037899017334,0.6540411710739136,0.8666688203811646,0.7302240133285522,0.6935611367225647,0.788361668586731
0.6445766687393188,0.6599773168563843,0.8496832847595215,0.7680023312568665,0.693007230758667,0.7530686855316162
0.659937858581543,0.6714165210723877,0.8197131752967834,0.7766454815864563,0.6915887594223022,0.742401659488678
0.667381227016449,0.6769144535064697,0.8062410354614258,0.7854748368263245,0.6945372223854065,0.7264568209648132
0.6734201908111572,0.6813665628433228,0.7919642329216003,0.788834810256958,0.6930500268936157,0.727202832698822
0.6700168251991272,0.6808256506919861,0.7986512184143066,0.7632440328598022,0.7219057679176331,0.7312173247337341
0.6736078858375549,0.6850418448448181,0.7887844443321228,0.7907507419586182,0.7040576934814453,0.7097033858299255
0.6840214729309082,0.6919977068901062,0.7661301493644714,0.791471540927887,0.7243776917457581,0.6862351894378662
0.6894783973693848,0.6973893046379089,0.7555077075958252,0.7977728247642517,0.7255568504333496,0.6777964234352112
0.6853054165840149,0.6960013508796692,0.7629485130310059,0.8018762469291687,0.7191389799118042,0.6803531646728516
0.6926006078720093,0.7011752128601074,0.7459126710891724,0.7923175096511841,0.7355799078941345,0.6736133098602295
0.6978598833084106,0.7089409828186035,0.7312337756156921,0.8024218678474426,0.7367871999740601,0.6611703634262085
0.699154794216156,0.7097782492637634,0.7290683388710022,0.805804431438446,0.7365685105323792,0.6549451351165771
0.7008187174797058,0.7102240920066833,0.7248294353485107,0.813077986240387,0.7377508878707886,0.6448898315429688
0.7034022212028503,0.7157644033432007,0.716015636920929,0.8078045845031738,0.741253137588501,0.6465808749198914
0.7052039504051208,0.7161318063735962,0.7139481902122498,0.8145977854728699,0.7302381992340088,0.6491203308105469
0.7041009664535522,0.7140026688575745,0.7176989912986755,0.8146471977233887,0.740706741809845,0.6378857493400574
0.7089085578918457,0.7214394211769104,0.701557457447052,0.8187732100486755,0.7461169958114624,0.6287738084793091
0.7100600600242615,0.7198915481567383,0.7036448121070862,0.8134124875068665,0.7518637180328369,0.6276111602783203
0.7111585736274719,0.7210221886634827,0.6993932127952576,0.8147448897361755,0.7535662651062012,0.6243533492088318
