accuracy,dice_coefficient,loss,val_accuracy,val_dice_coefficient,val_loss
0.777798116,0.813572705,0.486310482,0.864780247,0.810596943,0.49497804
0.777250588,0.81094569,0.490267247,0.86100769,0.813658118,0.499566227
0.778482914,0.815481961,0.48265475,0.863006592,0.812791467,0.493827939
0.778896391,0.814287484,0.48390457,0.870090306,0.813973784,0.484829545
0.778704703,0.812817693,0.486206412,0.867609859,0.812443435,0.487327188
0.77989316,0.816156507,0.478964686,0.867507339,0.814191282,0.491512954
0.778367043,0.812979043,0.486486405,0.862909555,0.812051415,0.494942427
0.778925061,0.81196022,0.487100184,0.865808725,0.818036437,0.486997068
0.777209103,0.81474936,0.485513777,0.8636145,0.815260112,0.494211644
0.781675279,0.815926909,0.477790415,0.869897485,0.816748023,0.485476851
0.78020227,0.81547749,0.479764909,0.865701914,0.81343174,0.491456896
0.78136611,0.817433,0.476051748,0.869592905,0.817168236,0.486000031
0.782512069,0.818254769,0.473317474,0.868417978,0.818025827,0.483927011
0.781184912,0.818371594,0.47477892,0.865355849,0.815599978,0.492542505
0.780736804,0.817290425,0.477085382,0.857669652,0.809933722,0.50597769
0.7829988,0.81830138,0.473206729,0.867316306,0.817152083,0.488288909
0.782789052,0.819500327,0.47135824,0.870003641,0.819120526,0.48159951
0.783382952,0.820270419,0.468616933,0.857340693,0.811654985,0.50690937
0.781250715,0.816834152,0.476448208,0.870910645,0.817335129,0.484713465
0.782925665,0.820228934,0.469941914,0.866846919,0.817315102,0.486593276
0.781921029,0.819552541,0.472450465,0.865402818,0.816228688,0.490929157
0.783044815,0.821117997,0.468106478,0.867910147,0.817909479,0.484319538
0.782354832,0.81918925,0.471662343,0.866591811,0.814778209,0.490721822
0.784842432,0.821821868,0.465289861,0.865902126,0.819348276,0.490434825
0.784603655,0.822531581,0.464087874,0.870922267,0.818452835,0.483302236
0.784169674,0.821710885,0.466530383,0.863837898,0.816406846,0.491274178
0.782641828,0.820427716,0.469385505,0.867095947,0.816330016,0.489315867
0.782228768,0.822649121,0.467121631,0.871810317,0.820626915,0.474727929
